TID: [-1234] [2025-05-19 09:10:04,789] [08ee9920-e903-4248-8c17-579e83ad427a]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=vncntts3_pcnsh Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"meeting-quanlyhop","Claims":{"http://wso2.org/claims/fullname":"Phòng CNSH và Vắc xin thủy sản_vncntts3","http://wso2.org/claims/monreId":"vncntts3_pcnsh","http://wso2.org/claims/emailaddress":"vncntts3_pcnsh@mae.gov.vn","http://wso2.org/claims/lastname":"Phòng","http://wso2.org/claims/givenname":"CNSH và Vắc xin thủy sản_vncntts3"}} Outcome=Success
TID: [-1234] [2025-05-19 09:21:03,982] [c7704970-546c-41c5-90a8-e9e19cbbba19]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "27853a8e-8e8e-482e-970f-400041d6625b","AuthenticatedUser" : "001122","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "IOC_CDS_TNMT","RequestType" : "oidc","RelyingParty" : "YMHX3xudWUxdwxTDjiSs6Bk3hJ0a","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 09:21:03,982] [c7704970-546c-41c5-90a8-e9e19cbbba19]  INFO {AUDIT_LOG} - Initiator : 001122@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Success 
TID: [-1234] [2025-05-19 09:21:11,235] [81cf3ed4-16b3-4d1f-8d66-ae357e59853e]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "27853a8e-8e8e-482e-970f-400041d6625b","AuthenticatedUser" : "001122","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "IOC_CDS_TNMT","RequestType" : "oidc","RelyingParty" : "YMHX3xudWUxdwxTDjiSs6Bk3hJ0a","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 09:21:11,235] [81cf3ed4-16b3-4d1f-8d66-ae357e59853e]  INFO {AUDIT_LOG} - Initiator : 001122@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 2, IDP: LOCAL, Authenticator:DEFAULT_OTP_AUTHENTICATOR } | Result : Success 
TID: [-1234] [2025-05-19 09:21:11,239] [81cf3ed4-16b3-4d1f-8d66-ae357e59853e]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=001122 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_CDS_TNMT","Claims":{"http://wso2.org/claims/username":"001122","http://wso2.org/claims/userid":"97e70eac-b3a8-43e6-b83d-d1ad3f153e05","http://wso2.org/claims/unitCode":"unitCode","http://wso2.org/claims/monreId":"monreId","http://wso2.org/claims/mobile":"0365337896","http://wso2.org/claims/roles":"Internal/everyone","http://wso2.org/claims/resourceType":"User","http://wso2.org/claims/telephone":"0365337896","http://wso2.org/claims/created":"2024-12-24T03:39:04.960918900Z","http://wso2.org/claims/fullname":"Nguyễn Duy Thành","http://wso2.org/claims/modified":"2024-12-24T03:40:15.510527100Z","http://wso2.org/claims/emailaddress":"nguyen@gmail.com","http://wso2.org/claims/citizenId":"001200018083","http://wso2.org/claims/userprincipal":"001122"}} Outcome=Success
TID: [-1234] [2025-05-19 09:21:11,240] [81cf3ed4-16b3-4d1f-8d66-ae357e59853e]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Value Target=001122 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_CDS_TNMT","Claim Value":["97e70eac-b3a8-43e6-b83d-d1ad3f153e05"],"Claim":"http://wso2.org/claims/userid"} Outcome=Success
TID: [-1234] [2025-05-19 09:21:11,243] [81cf3ed4-16b3-4d1f-8d66-ae357e59853e]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : StoreSession | Data : { {"traceId":"81cf3ed4-16b3-4d1f-8d66-ae357e59853e","RememberMe":false,"sessionContextId":"15730cd747b3eeed20edfaf8ef904753bbc9da608e8ad134b28a455905de730e","AuthenticatedUserTenantDomain":"carbon.super","AuthenticatedUser":"001122","LastAccessedTimestamp":1747621271240} } | Result : Success 
TID: [-1234] [2025-05-19 09:21:11,251] [81cf3ed4-16b3-4d1f-8d66-ae357e59853e]  INFO {AUDIT_LOG} - Initiator : 97e70eac-b3a8-43e6-b83d-d1ad3f153e05 | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "27853a8e-8e8e-482e-970f-400041d6625b","AuthenticatedUser" : "97e70eac-b3a8-43e6-b83d-d1ad3f153e05","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "IOC_CDS_TNMT","RequestType" : "oidc","RelyingParty" : "YMHX3xudWUxdwxTDjiSs6Bk3hJ0a","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNzQ3NjIxMjc0MjQwLCJpYXQiOjE3NDc2MjEyNzEyNDAsImlkcHMiOlt7ImlkcCI6IkxPQ0FMIiwiYXV0aGVudGljYXRvciI6IkJhc2ljQXV0aGVudGljYXRvciJ9LHsiaWRwIjoiTE9DQUwiLCJhdXRoZW50aWNhdG9yIjoiREVGQVVMVF9PVFBfQVVUSEVOVElDQVRPUiJ9XX0.yNUZkgGgmscWu0_ejPTVM2etdKBTqlF11R1-ezDoIE4","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 09:21:11,276] [a3848f29-cf2e-40c4-9cec-2a7ce249b111]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-Roles-of-User Target=001122 Data={"RemoteAddress":"10.151.131.171","Filter":"*","Roles":["Internal/everyone"]} Outcome=Success
TID: [-1234] [2025-05-19 15:02:12,872] [daac16ec-be25-4ea4-aa9b-4838ad240c7c]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=quanlyhop_cuccds Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"meeting-quanlyhop","Claims":{"http://wso2.org/claims/fullname":"quanlyhop_cuccds","http://wso2.org/claims/monreId":"quanlyhop_cuccds","http://wso2.org/claims/givenname":"quanlyhop_cuccds"}} Outcome=Success
TID: [-1234] [2025-05-19 15:02:12,879] [daac16ec-be25-4ea4-aa9b-4838ad240c7c]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=quanlyhop_cuccds Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"meeting-quanlyhop","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-05-19 15:02:12,880] [daac16ec-be25-4ea4-aa9b-4838ad240c7c]  INFO {AUDIT_LOG} - Initiator : quanlyhop_cuccds | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "82dbd86b-cde4-4f5e-951d-ed5be571bb1c","AuthenticatedUser" : "quanlyhop_cuccds","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "meeting-quanlyhop","RequestType" : "oidc","RelyingParty" : "zrAi9HWLePnyM9AdScsJ3AxxcJsa","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 15:02:12,880] [daac16ec-be25-4ea4-aa9b-4838ad240c7c]  INFO {AUDIT_LOG} - Initiator : quanlyhop_cuccds@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:LDAP_AUTHENTICATOR } | Result : Success 
TID: [-1234] [2025-05-19 15:02:12,904] [daac16ec-be25-4ea4-aa9b-4838ad240c7c]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=quanlyhop_cuccds Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"meeting-quanlyhop","Claims":{"http://wso2.org/claims/username":"quanlyhop_cuccds","http://wso2.org/claims/userid":"d65fcea3-621a-41a6-a5e8-519a7a74603e","http://wso2.org/claims/created":"2025-04-09T09:15:34.218500Z","http://wso2.org/claims/fullname":"quanlyhop_cuccds","http://wso2.org/claims/modified":"2025-04-09T09:15:34.218500Z","http://wso2.org/claims/monreId":"quanlyhop_cuccds","http://wso2.org/claims/roles":"Internal/everyone","http://wso2.org/claims/givenname":"quanlyhop_cuccds","http://wso2.org/claims/resourceType":"User","http://wso2.org/claims/userprincipal":"quanlyhop_cuccds"}} Outcome=Success
TID: [-1234] [2025-05-19 15:02:12,905] [daac16ec-be25-4ea4-aa9b-4838ad240c7c]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Value Target=quanlyhop_cuccds Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"meeting-quanlyhop","Claim Value":["quanlyhop_cuccds"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-05-19 15:02:12,908] [daac16ec-be25-4ea4-aa9b-4838ad240c7c]  INFO {AUDIT_LOG} - Initiator : quanlyhop_cuccds | Action : StoreSession | Data : { {"traceId":"daac16ec-be25-4ea4-aa9b-4838ad240c7c","RememberMe":false,"sessionContextId":"e8adb845f50ecbdead4059f84713ec57a80f9d54d2cedbc1a8a4d06024b88142","AuthenticatedUserTenantDomain":"carbon.super","AuthenticatedUser":"quanlyhop_cuccds","LastAccessedTimestamp":1747641732905} } | Result : Success 
TID: [-1234] [2025-05-19 15:02:12,917] [daac16ec-be25-4ea4-aa9b-4838ad240c7c]  INFO {AUDIT_LOG} - Initiator : quanlyhop_cuccds | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "82dbd86b-cde4-4f5e-951d-ed5be571bb1c","AuthenticatedUser" : "quanlyhop_cuccds","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "meeting-quanlyhop","RequestType" : "oidc","RelyingParty" : "zrAi9HWLePnyM9AdScsJ3AxxcJsa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNzQ3NjQxNzM1OTAxLCJpYXQiOjE3NDc2NDE3MzI5MDEsImlkcHMiOlt7ImlkcCI6IkxPQ0FMIiwiYXV0aGVudGljYXRvciI6IkxEQVBfQVVUSEVOVElDQVRPUiJ9XX0.eBSObT-1kxPKQXXxIc0oJsLXNEHNeyLcvxkwAzcW7VY","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 15:02:12,943] [bcda1054-494b-4093-bf03-42d1c0079de1]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-Roles-of-User Target=quanlyhop_cuccds Data={"RemoteAddress":"10.151.131.171","Filter":"*","Roles":["Internal/everyone"]} Outcome=Success
TID: [-1234] [2025-05-19 15:20:38,790] [1b9f2c6c-f557-4f2f-b780-91c1a4eabdc2]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"001122","Users":["001122"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-05-19 15:20:38,797] [1b9f2c6c-f557-4f2f-b780-91c1a4eabdc2]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=001122 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-05-19 15:20:38,799] [1b9f2c6c-f557-4f2f-b780-91c1a4eabdc2]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "bc3b3f9f-205b-4136-b80b-6953e5bdde2c","AuthenticatedUser" : "001122","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 15:20:38,799] [1b9f2c6c-f557-4f2f-b780-91c1a4eabdc2]  INFO {AUDIT_LOG} - Initiator : 001122@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Success 
TID: [-1234] [2025-05-19 15:20:42,366] [a65999d7-82f3-4a69-b944-35c3cc252567]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "bc3b3f9f-205b-4136-b80b-6953e5bdde2c","AuthenticatedUser" : "001122","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 15:20:42,366] [a65999d7-82f3-4a69-b944-35c3cc252567]  INFO {AUDIT_LOG} - Initiator : 001122@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 2, IDP: LOCAL, Authenticator:DEFAULT_OTP_AUTHENTICATOR } | Result : Success 
TID: [-1234] [2025-05-19 15:20:42,369] [a65999d7-82f3-4a69-b944-35c3cc252567]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=001122 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claims":{"http://wso2.org/claims/username":"001122","http://wso2.org/claims/userid":"97e70eac-b3a8-43e6-b83d-d1ad3f153e05","http://wso2.org/claims/unitCode":"unitCode","http://wso2.org/claims/monreId":"monreId","http://wso2.org/claims/mobile":"0365337896","http://wso2.org/claims/roles":"Internal/everyone","http://wso2.org/claims/resourceType":"User","http://wso2.org/claims/telephone":"0365337896","http://wso2.org/claims/created":"2024-12-24T03:39:04.960918900Z","http://wso2.org/claims/fullname":"Nguyễn Duy Thành","http://wso2.org/claims/modified":"2024-12-24T03:40:15.510527100Z","http://wso2.org/claims/emailaddress":"nguyen@gmail.com","http://wso2.org/claims/citizenId":"001200018083","http://wso2.org/claims/userprincipal":"001122"}} Outcome=Success
TID: [-1234] [2025-05-19 15:20:42,372] [a65999d7-82f3-4a69-b944-35c3cc252567]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Value Target=001122 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":["001122"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-05-19 15:20:42,375] [a65999d7-82f3-4a69-b944-35c3cc252567]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : StoreSession | Data : { {"traceId":"a65999d7-82f3-4a69-b944-35c3cc252567","RememberMe":false,"sessionContextId":"db14d71246fb4c7363069fb60aadcb8c4871303bb5822b36baa804ffe6fa1705","AuthenticatedUserTenantDomain":"carbon.super","AuthenticatedUser":"001122","LastAccessedTimestamp":1747642842373} } | Result : Success 
TID: [-1234] [2025-05-19 15:20:42,382] [a65999d7-82f3-4a69-b944-35c3cc252567]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : Login | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "bc3b3f9f-205b-4136-b80b-6953e5bdde2c","AuthenticatedUser" : "001122","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","AuthenticatedIdPs" : "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpc3MiOiJ3c28yIiwiZXhwIjoxNzQ3NjQyODQ1MzcyLCJpYXQiOjE3NDc2NDI4NDIzNzIsImlkcHMiOlt7ImlkcCI6IkxPQ0FMIiwiYXV0aGVudGljYXRvciI6IkJhc2ljQXV0aGVudGljYXRvciJ9LHsiaWRwIjoiTE9DQUwiLCJhdXRoZW50aWNhdG9yIjoiREVGQVVMVF9PVFBfQVVUSEVOVElDQVRPUiJ9XX0.abNRiEETSPKB2qgQMDGpQdzug0eO1JH6OTw6YKQc0bg","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 15:20:42,401] [4f20772e-3ba9-4e4e-87e8-c3c058002d08]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-Roles-of-User Target=001122 Data={"RemoteAddress":"10.151.131.171","Filter":"*","Roles":["Internal/everyone"]} Outcome=Success
TID: [-1234] [2025-05-19 15:28:23,145] [7e40c5a7-d845-4c96-ab04-64db42d19211]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-List Target=null Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":"001122","Users":["001122"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
TID: [-1234] [2025-05-19 15:28:23,152] [7e40c5a7-d845-4c96-ab04-64db42d19211]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=001122 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claims":{},"Profile":"default"} Outcome=Success
TID: [-1234] [2025-05-19 15:28:23,152] [7e40c5a7-d845-4c96-ab04-64db42d19211]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "bacb99dd-845b-4bae-8201-64b289a6142f","AuthenticatedUser" : "001122","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 15:28:23,152] [7e40c5a7-d845-4c96-ab04-64db42d19211]  INFO {AUDIT_LOG} - Initiator : 001122@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 1, IDP: LOCAL, Authenticator:BasicAuthenticator } | Result : Success 
TID: [-1234] [2025-05-19 15:28:29,052] [48d21382-dbd4-4d59-93d5-70a131b6ead6]  INFO {AUDIT_LOG} - Initiator : 001122 | Action : LoginStepSuccess | Target : ApplicationAuthenticationFramework | Data : { "ContextIdentifier" : "bacb99dd-845b-4bae-8201-64b289a6142f","AuthenticatedUser" : "001122","AuthenticatedUserTenantDomain" : "carbon.super","ServiceProviderName" : "IOC_SSO","RequestType" : "oidc","RelyingParty" : "HtaKU1QO5ljmFXCnylLjrgG5idYa","AuthenticatedIdP" : "LOCAL","User Agent" : "null","RemoteAddress" : "10.151.131.171","UserStoreDomain" : "PRIMARY" } | Result : Success 
TID: [-1234] [2025-05-19 15:28:29,053] [48d21382-dbd4-4d59-93d5-70a131b6ead6]  INFO {AUDIT_LOG} - Initiator : 001122@carbon.super | Action : Authenticate | Target : ApplicationAuthenticationFramework | Data : { Step: 2, IDP: LOCAL, Authenticator:DEFAULT_OTP_AUTHENTICATOR } | Result : Success 
TID: [-1234] [2025-05-19 15:28:29,056] [48d21382-dbd4-4d59-93d5-70a131b6ead6]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Values Target=001122 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claims":{"http://wso2.org/claims/username":"001122","http://wso2.org/claims/userid":"97e70eac-b3a8-43e6-b83d-d1ad3f153e05","http://wso2.org/claims/unitCode":"unitCode","http://wso2.org/claims/monreId":"monreId","http://wso2.org/claims/mobile":"0365337896","http://wso2.org/claims/roles":"Internal/everyone","http://wso2.org/claims/resourceType":"User","http://wso2.org/claims/telephone":"0365337896","http://wso2.org/claims/created":"2024-12-24T03:39:04.960918900Z","http://wso2.org/claims/fullname":"Nguyễn Duy Thành","http://wso2.org/claims/modified":"2024-12-24T03:40:15.510527100Z","http://wso2.org/claims/emailaddress":"nguyen@gmail.com","http://wso2.org/claims/citizenId":"001200018083","http://wso2.org/claims/userprincipal":"001122"}} Outcome=Success
TID: [-1234] [2025-05-19 15:28:29,057] [48d21382-dbd4-4d59-93d5-70a131b6ead6]  INFO {AUDIT_LOG} - Initiator=wso2.system.user Action=Get-User-Claim-Value Target=001122 Data={"RemoteAddress":"10.151.131.171","ServiceProviderName":"IOC_SSO","Claim Value":["001122"],"Claim":"http://wso2.org/claims/username"} Outcome=Success
